userName,at,content
Pengguna Google,2025-03-31 17:02:33,Oke
Pengguna Google,2025-03-31 17:02:13,Seru benar benar seru cukup seru
Pengguna Google,2025-03-31 15:56:19,kikir apalah
Pengguna Google,2025-03-31 15:47:28,"salah satu Game open world terbagus yang pernah di lihat. Bisa berpetualang, seru rasanya."
Pengguna Google,2025-03-31 15:00:04,fitur skip nya mnaaa
Pengguna Google,2025-03-31 14:28:04,"please, it's wasting my lifetime... the story is too long"
Pengguna Google,2025-03-31 14:24:11,tutorial tolong bisa di skip
Pengguna Google,2025-03-31 12:59:13,game ini seru tapi game ini harus like dan subrek nama nya hasbi ahsan zeroid
Pengguna Google,2025-03-31 11:53:39,"account saya tidak bisa ganti gmail, game aneh"
Pengguna Google,2025-03-31 11:28:46,Gamenya bagus dan playernya ramah ramah
Pengguna Google,2025-03-31 11:08:02,"tidak bisa di buka, hp saya tidak ada masalah tapi tetap tidak bisa di buka"
Pengguna Google,2025-03-31 11:04:20,Tolong untuk sanctifying elixir jangan dibikin jadi satu patch bikin aja jadi 2/3 minggu waktu reset nya. atau engga satu patch bisa dibikin 2 itu aja udah ngebantu bet
Pengguna Google,2025-03-31 11:03:24,keren
Pengguna Google,2025-03-31 10:16:34,berad amat anjay
Pengguna Google,2025-03-31 09:06:35,game kikir
Pengguna Google,2025-03-31 09:06:10,BRO I WANT TO PLAU GENSHIN BUT XIAOMI CANT
Pengguna Google,2025-03-31 08:30:47,loadingnya kelamaan padahal jaringan bagus... belum main udah kecewa duluan anjinggg
Pengguna Google,2025-03-31 08:29:21,"SUKAA BANGEETTT, best deehhh pokooonyaaa! !!! MCNYAAA JUGAA MENGGOda😈😈😈"
Pengguna Google,2025-03-31 07:40:32,oii min kasih b5 nafa pelit bet dah aing dah habis Primo 10.000 njir masa satu pun gak ada b5 nya 🥲
Pengguna Google,2025-03-31 07:21:24,Ada banyak my istri di dalam gamenya
Pengguna Google,2025-03-31 06:51:50,"muanatap, besok"" ringanin lagi ya biar ramah perangkat low-end"
Pengguna Google,2025-03-31 01:54:30,perfect
Pengguna Google,2025-03-31 01:47:49,"males banget sama ini game, setiap update patch pasti download 8 GB terus"
Pengguna Google,2025-03-31 00:47:04,memuaskan
Pengguna Google,2025-03-31 00:31:51,GAME RAKUS AKAN UANG
Pengguna Google,2025-03-31 00:04:06,"keren grafik nya,, mantapp"
Pengguna Google,2025-03-30 22:12:00,wuwa more better
Pengguna Google,2025-03-30 21:26:34,game kikir 😏😏
Pengguna Google,2025-03-30 21:18:12,saya suka dengan game ini
Pengguna Google,2025-03-30 21:04:40,so good
Pengguna Google,2025-03-30 20:38:51,game gabut gakjelas
Pengguna Google,2025-03-30 19:12:12,love it
Pengguna Google,2025-03-30 19:11:54,kikir primo
Pengguna Google,2025-03-30 19:07:09,kasih lah artevak yang wangi
Pengguna Google,2025-03-30 18:55:07,"Genshin impact, gemes faforit"
Pengguna Google,2025-03-30 17:42:54,developer yang diskriminatif
Pengguna Google,2025-03-30 17:12:09,bagus
Pengguna Google,2025-03-30 17:06:02,mantap gamenya bertema open word game nya bebas berpetualang dan bisa di costume character nya pokonya the best mantap 🤩🤩🤩🤩🤩 ⭐⭐⭐⭐⭐
Pengguna Google,2025-03-30 16:59:36,mendonlot nya lama
Pengguna Google,2025-03-30 16:38:46,game bodo.... masa data Awal download 32 GB
Pengguna Google,2025-03-30 16:34:50,enak
Pengguna Google,2025-03-30 16:10:41,Kompilasi shader terlalu lama
Pengguna Google,2025-03-30 15:50:27,gak sabar nguli buat b5
Pengguna Google,2025-03-30 15:35:00,min sekarang ki suaranya gk ada mulu tolong tanggapan nya soal jadi kurang seru
Pengguna Google,2025-03-30 15:02:24,tombol skip mana
Pengguna Google,2025-03-30 14:37:24,"Makin update makin ketagihan main game ini, map makin luas lagi hoho 2025"
Pengguna Google,2025-03-30 14:34:25,"game dan alur ceritanya bagus,grafiknya juga,tapi sedikit kikir aja sih"
Pengguna Google,2025-03-30 14:18:08,Map di Natlan ngebug jadi berwarna hitam😢
Pengguna Google,2025-03-30 13:35:47,"gameplay ok bngt. game bagus. grafik keren. quest nya banyak, map luas, event sangat bersahabat. cuma di quest story ceritanya kepanjangan ga bisa di skip, ngabisin waktu bngt 😁, bos spiral sekarang gampang di kalahin asal pake karakter baru😆 maksa banget buat topup sih luu hoyoo🤑"
Pengguna Google,2025-03-30 13:32:01,bagus tapi mahal²
Pengguna Google,2025-03-30 13:16:09,varessa bini gw titik😡
Pengguna Google,2025-03-30 12:27:15,cool
Pengguna Google,2025-03-30 12:10:05,"game yang mudah dimengerti, jelajahi dunia tanpa batas, kemajuan teknologi dalam game, cerita yang amat imajinatif, kompleks dan menyebarkan semangat para player nya, memang mantap ini game!!"
Pengguna Google,2025-03-30 12:05:16,game membosankan
Pengguna Google,2025-03-30 11:30:08,masa mau main harus download 10 GB🗿🙏
Pengguna Google,2025-03-30 11:25:39,game nya sangat seruu
Pengguna Google,2025-03-30 11:16:10,very nice game
Pengguna Google,2025-03-30 10:19:56,game nya seru bet jirr
Pengguna Google,2025-03-30 10:16:12,"kbanyakan bicara di alur cerita, tolong di bikin tombol skip dia setiap scene kecuali scene utama yg memang sebagai inti dari main Quest dan di buatkan secara singkat dari cerita yg sedang berlangsung saat kita ingin mengklik tombol skip scenenya.. game sebelah pun bisa dan itu bikin kebnayakan player nyaman ketimbang dengarin setiap scene dan ahrus memilih pilihan jawaban yg ujung2nya ga ngaruh di Quest yg dijalanin jadi ga guna juga.. tolong developer di bikin permudah"
Pengguna Google,2025-03-30 10:01:53,seru dan bagus
Pengguna Google,2025-03-30 08:35:49,Bagus dan dunianya itu open world jadi bisa menjelajah di tambah aku dapat ketemu banyak waifu
Pengguna Google,2025-03-30 08:27:45,berat nyo💀
Pengguna Google,2025-03-30 07:23:27,just better
Pengguna Google,2025-03-30 06:23:17,mantap
Pengguna Google,2025-03-30 06:06:59,Kenapa rekomendasi artefaknya di hilangkan padahal sangat membantu😭
Pengguna Google,2025-03-30 04:49:42,"best game, i have been playing it for 2 years and until now. genshin impact has filled my free time after work. thank you hoyo."
Pengguna Google,2025-03-30 03:51:57,ada bug gak bisa masuk gamenya
Pengguna Google,2025-03-30 03:41:42,"ehh kunyuk kalo jadi game gak usah pilih kasih lah, cuman telat download shader doang malah nambah jadi 10GB, dasar game KIKIR!!"
Pengguna Google,2025-03-30 03:39:43,Game ini sangat bagus
Pengguna Google,2025-03-30 02:08:35,game nya bagus dari segi grafis adan alur nya yng seru tapi kalo mau login harus butuh jaringan yg kuat
Pengguna Google,2025-03-30 01:23:45,hell nah kirain size nya 20-25gb ternyata 32gb an
Pengguna Google,2025-03-30 00:17:02,ga bisa berkata-kata
Pengguna Google,2025-03-29 23:59:04,Perfect
Pengguna Google,2025-03-29 23:40:21,cukup
Pengguna Google,2025-03-29 23:35:43,kikir
Pengguna Google,2025-03-29 23:11:40,"quest in natlan too much story, it can take for 15 min watching their dialogue. please add skip story button, i think not all of us enjoy the story. some ppl jst want adventure not watching a story. if we want story, we will go on netflix and watch a movie or anime."
Pengguna Google,2025-03-29 22:37:56,mantap
Pengguna Google,2025-03-29 22:10:50,bagus bngt
Pengguna Google,2025-03-29 22:05:39,MASIH PEMULA
Pengguna Google,2025-03-29 19:38:26,game terbaik sih menurut saya
Pengguna Google,2025-03-29 19:05:22,keren
Pengguna Google,2025-03-29 18:59:56,thanks setelah update 5.5 akhirnya bisa pakai gamepad aku suka....👍👍👍👍👍
Pengguna Google,2025-03-29 18:47:11,"eh admin bisa indo kan?,menurutku oke2 aja cuma yang perlu dibenarkan adalah quest story dibagian fountain dan natalan,permasalahannya adalah belum sampai difountain tapi udah disuruh ke natlan,gitu"
Pengguna Google,2025-03-29 18:46:13,kalo ga kikir bintang 5 sih
Pengguna Google,2025-03-29 18:42:50,Bagus banget ni game terpercaya ni game bagus hd juga
Pengguna Google,2025-03-29 18:35:26,"sudah bagus, rekomen banget cari husbu sama waifu, tapi terlalu banyak char cewek di banging char cowok."
Pengguna Google,2025-03-29 18:08:39,"nda waras ni game, masa baru download malah disuruh download lagi 32gb. anjir menangis nih hp ku, mana penyimpanan cuma 128gb."
Pengguna Google,2025-03-29 18:07:08,"game nya bagus dari segi grafik,animasi/adegan saat melaksanakan Quest yg paling ku suka yg quest penyamaran sang pendosa agak kebawa gitu lah cuma satu yg belum aku bisa cara ganti voice karakter sama NPC nya"
Pengguna Google,2025-03-29 17:43:22,"game nya developer nya kikir, tapi gw suka bgt sama genshin ini, secara map,visual bener bener memanjakan mata, cuman kekurangan nya developernya agak pelit buat Primo gems"
Pengguna Google,2025-03-29 17:19:39,Anj banget gak ada fitur telanjang
Pengguna Google,2025-03-29 15:36:20,Min kenapa ga bisa di download padahal ram gw 16
Pengguna Google,2025-03-29 15:34:22,bagus tapi makan ruang
Pengguna Google,2025-03-29 15:33:01,game nya seru bgt banyak Question nya+ bisa gacha gacha
Pengguna Google,2025-03-29 15:12:23,bgus tpi..nooo penyimpanan sayaa tidaaaa😭😭😭🥹🥹
Pengguna Google,2025-03-29 15:01:03,💯💯💯💯💯💯
Pengguna Google,2025-03-29 14:58:38,game kikir dari awal main gak pernah ngasi bansos bagus
Pengguna Google,2025-03-29 14:53:36,cutsene nya jelek animasi bibirnya sama suaranya gak nyambung grafiknya juga b aja gak ada yang spesial malah bagusan sebelah tuh (honkai star rail) gak niat banget bikin game. udah sizenya gede 30gb cutsene nya jelek tampilan karakternya juga b aja kayak tamplete bngt gamenya sulit lagi kayak elden ring udah gitu bansos nya dikit banget.
Pengguna Google,2025-03-29 14:53:24,game nya hd
Pengguna Google,2025-03-29 14:26:51,"dah mantap, dah bisa main di gamepad bagi pengguna Android, kl bisa ksh tombol skip di cerita nya, atau paling ngga ya kl nge gacha hoki in lg hehehe"
Pengguna Google,2025-03-29 14:26:04,petualangan makin susah boleh request update kayak nya banyakin event rahasia dan perbanyak item senjata tolong juga diperbaiki grafik nya
Pengguna Google,2025-03-29 13:53:12,seru banget tapi game kikir
Pengguna Google,2025-03-29 13:42:09,Game terbaik yang pernah ada!
Pengguna Google,2025-03-29 13:19:13,game kikir
Pengguna Google,2025-03-29 13:04:09,Tolong perbaiki ......kenapa data genshin saya bisa hilang terus sudah berkali kali saya dowload ulang data nya...kadang juga nge stack di scene hoyoverse saat baru masuk game..
Pengguna Google,2025-03-29 12:50:50,apa coba fitur QoL dikasih paywall macem gamepad & 120 fps yang exclusive buat iphone doank sama explorasi di karakter limited
Pengguna Google,2025-03-29 12:47:39,game Kikir bjirr
Pengguna Google,2025-03-29 12:45:16,"Dari story, gameplay, karakter, semuanya udah bagus tapi tolong di bikin tombol skip story nya karena semakin update quest"" sangat panjang, blm lagi terkadang jaringan hilang sendiri terpaksa harus ulang quest nya"
Pengguna Google,2025-03-29 12:11:33,game paling keren
Pengguna Google,2025-03-29 12:06:41,kebanyakan nunggu.
Pengguna Google,2025-03-29 11:48:09,game seru
Pengguna Google,2025-03-29 11:42:40,"Sudah bagus, tapi design karaternya perlu ditingkatkan lagi dan alurnya juga ditingkatkan lagi"
Pengguna Google,2025-03-29 10:59:01,"kok di hp ku ngecrash ya? padahal biasanya ngga ngecrash, aman² gitu.. tapi pas mo ganti server dr amerika ke asia tiba² ngecrash gajelas."
Pengguna Google,2025-03-29 10:43:55,I love gunship impact but this make my phone .... 🥔😮‍💨
Pengguna Google,2025-03-29 09:45:36,"bagus sih, tapi gatau ini ngebag atau emng sinyal tapi setiap kaya mau ngerjain misi setelah bicara sama npc tiba kaya ngefrez diem ajh di satu background ga gerak"" udah di tungguin ga lanjut "" misi nya jdi mohon segera di perbaiki biar bisa nyelesain quest nya🙏🏻🙏🏻🙏🏻"
Pengguna Google,2025-03-29 09:37:11,absolute cinema
Pengguna Google,2025-03-29 09:28:59,seru banget sumpahhhhhh!!!! 😁💞
Pengguna Google,2025-03-29 09:12:25,Mantap Pokok Nya
Pengguna Google,2025-03-29 07:33:12,Keren banh
Pengguna Google,2025-03-29 05:14:23,"kenapa habis update selalu ada Gagal mengunduh data, atau jaringan error, silakan coba kembali Code:-9909 sudah pakai wifi pakai data tetap sama, liat di youtube tidak ada caranya, mohon bantuannya Hoyovers 🙏🙏"
Pengguna Google,2025-03-29 04:49:35,"buat mang hoyo!!! buatin dong kontrol yang make mouse keyboard, yakali cuman gamepad doang yang dbikinin 🙏😭 pliss mang moho buatin kontrol buat mouse & keyboard, skalian banyakin event primogem 😙"
Pengguna Google,2025-03-29 04:09:25,"Jaringan tolong dioptimalkan,padahal untuk aplikasinya aman tapi saat untuk main Genshin Impact ngelag parah"
Pengguna Google,2025-03-29 03:07:23,sekarang lebih menarik bgt... makasih genshin
Pengguna Google,2025-03-29 03:00:58,semua aspek hampir sempurna cuma mungkin tambahkan Animasi Elemental Burst khusus karakter bintang 5 seperti di Honkai Star rail biar pengalaman main lebih menyenangkan.
Pengguna Google,2025-03-29 02:26:07,game nya sangat seru semoga gacha nya gak ampas
Pengguna Google,2025-03-29 02:20:34,"Game terbaik yg pernah saya mainkan, tetapi tolong untuk menambah persentase mendapat artefact bagus"
Pengguna Google,2025-03-29 01:55:00,"pls cpeet2 downfall aja game ini, udah muak gw mean di natlan, buat yang baca ini lu mending mean wuwa aja atau nggak usah mean gacha rpg samsek"
Pengguna Google,2025-03-29 01:46:08,AAAAA KNP FARMING ARTIFACT BUSUK MULU 😭🥰🥰
Pengguna Google,2025-03-29 01:40:58,"seruuu bangettt, sumpahhhhh, like it verymuchhhhhhhh"
Pengguna Google,2025-03-29 01:11:50,gamenya bagus dengan grafik yang memanjakan mata
Pengguna Google,2025-03-28 23:43:28,mantab.
Pengguna Google,2025-03-28 23:08:10,Qualcomm® Snapdragons 8 Gen 3 Elite Saya bermain genshin ini di red magic 👄💅jadi aman kan Mimin @Hoyoverse_id ???
Pengguna Google,2025-03-28 22:31:49,salah satu game kirik pelit banget di kasih hard pity Mulu itupun di kasih kalakter standar. dulu tapi karena game ini bagus aku kasih b5 kikir sih cuman gak papa aku terima
Pengguna Google,2025-03-28 22:22:18,data apl di kecilkan agar yang lain juga bisa merasakannya
Pengguna Google,2025-03-28 22:18:46,"HOYOVERSE, TOLONG KASIH TOMBOL SKIP DIALOG WOII, KEBANYAKAN DIALOG BIKIN NGANTUK ASLIIII"
Pengguna Google,2025-03-28 22:02:45,game nya burik :b
Pengguna Google,2025-03-28 21:59:42,"baru update besar kemarin eh besoknya update lagi maksud, udah tau updatenya lama banget dikit² update kompensasi yang di dapat juga cmn 300 primo pelit banget emang game kikir"
Pengguna Google,2025-03-28 21:48:57,Hai 👋 gw dari masa depan. gw cuma mau bilang kalo genshin impact bakalan tutup server mulai dari 2026 12 10 🙏😞
Pengguna Google,2025-03-28 21:47:02,intinya saya sangat menikmati game yang seru ini.
Pengguna Google,2025-03-28 21:38:37,"Cukup bagus tapi agak P2w, sehingga banyak konten di game yang kurang dapat dijangkau"
Pengguna Google,2025-03-28 21:19:38,bagus
Pengguna Google,2025-03-28 21:18:17,"game nya ngak ngelag sama grafik nya aku suka banget ,wajib sih mainkan"
Pengguna Google,2025-03-28 20:33:32,"saya kurang tahu apakah ini juga terjadi pada player lain, tapi keluhannya adalah saya sudah mendownload data ketika update patch terbaru, akan tetapi ketika saya ingin memainkannya lagi kenapa ada update lagi?...dan itu tidak sekali dua kali....hal tersebut takutnya membuat player tidak nyaman karena waktu yang diinginkan untuk bermain jadi terbuang karena download data yang kurang pasti apa itu dan juga menghabiskan banyak penyimpanan, mohon developer untuk memperbaiki hal tersebut."
Pengguna Google,2025-03-28 20:32:42,bagus cma lagi bosen karna hard pity kalah mulu 🗿
Pengguna Google,2025-03-28 20:17:18,woi min hoyo kikir kasi lah fitur sekip bangst
Pengguna Google,2025-03-28 20:03:08,"salah satu game gacha terbaik. sekedar saran untuk developer, untuk event tolong reward primogem nya lebih dibanyakin lagi. soalnya kalo eksplorasi dan achievement udah full 100%, spiral abyss dan imaginarium theater complete, sebagai player F2P jadinya cuma bisa planga plongo ngerjain daily quest doang tiap hari. mending kalo gacha nya wangi menang rate off terus, lah ini wish gacha karakter bintang 5 limited eh yang keluar malah Qiqi 😭😂 sukses terus genshin 😁"
Pengguna Google,2025-03-28 19:24:10,"world building, story, karakter, smua udah BEST bgt cuma tlong lah genshin buat rewardnya lebih di gedein/banyakin, syg bgt game old ini msih stuck disitu2 aja👊😭"
Pengguna Google,2025-03-28 18:44:40,keren
Pengguna Google,2025-03-28 18:44:38,"bagus banget, grafiknya bagus gameplaynya seru juga, mantap lah👍👍"
Pengguna Google,2025-03-28 18:32:15,lumayan lah tapi kalo bisa tolong dialog nya di skip
Pengguna Google,2025-03-28 18:06:32,Seru
Pengguna Google,2025-03-28 18:02:49,game ya sudah bagus tapi tolong tambahkan fitur skip udah ma kikir tambahin la fitur skip setidaknya
Pengguna Google,2025-03-28 17:42:56,ini game rpg terseru aku seharian main sampek tiba tiba udah azan
Pengguna Google,2025-03-28 17:29:25,gem kren
Pengguna Google,2025-03-28 17:14:37,"Grafis, alur cerita, bgm, fitur in game semua cukup memuaskan fungsi skip saat percakapan menurut saya diperlukan terlebih lagi saat melakukan side quest memang main story menarik dan tidak perlu di skip tapi banyak percakapan tidak perlu diluar main story"
Pengguna Google,2025-03-28 15:43:03,"sinyal padahal lancar, tapi suka ngelag. jadinya pas main ke reset terus"
Pengguna Google,2025-03-28 15:35:06,gilaaa! bagus banget sih ini walaupun updatenya butuh GB yg mayan byk bagi gua tapi gpp grafiknya juga tambah bagus emg gk kalah keren dari dulu
Pengguna Google,2025-03-28 15:27:10,sangat seru
Pengguna Google,2025-03-28 15:21:36,This is masterpiece... tapi susunya kebanyakan min
Pengguna Google,2025-03-28 15:12:32,"Love you banget genshin, tapi plis lah. modelnya ganti dikit kek, masa ga bisa nambahin people of color? kalo emang mau pake culture orang itu minimal emang ada karakter yang jadi representasi. emang buatan cina, tapi contohnya game kayak reverse: 1999 punya karakter beragam. Masukan player bukan untuk di biarin ngumpulin debu aja, implementasikan dong"
Pengguna Google,2025-03-28 15:05:19,game nya bagus genshin impact lura biasa
Pengguna Google,2025-03-28 14:55:20,pliss hp kentang ku jadi komporr
Pengguna Google,2025-03-28 14:52:14,veryy good
Pengguna Google,2025-03-28 14:35:48,"seru banget, nyaman dimainkan, bagus banget deh pokoknya 😁😄"
Pengguna Google,2025-03-28 14:04:01,lebih baik anda memberikan puzzle sulit daripada tantangan sulit
Pengguna Google,2025-03-28 13:59:20,bagus
Pengguna Google,2025-03-28 13:58:10,"Saya suka maen game ini, karena gamenya seru ga bosenin kalo lawan boss open world atau boss domain"
Pengguna Google,2025-03-28 13:36:53,gacha kek tai
Pengguna Google,2025-03-28 13:33:10,saya sudah memainkan game nya namun menurut saya pribadi lebih baik ditambahkan karakter monster yang bisa didapatkan
Pengguna Google,2025-03-28 13:27:40,sangat bagus buat game mropg
Pengguna Google,2025-03-28 12:43:14,saya suka gamenya karena grafiknya sangat memanjakan mata
Pengguna Google,2025-03-28 12:43:02,BAGUS
Pengguna Google,2025-03-28 12:38:13,beh gak salah download game walau pun gb nya banyak tapi game nya bagus👍
Pengguna Google,2025-03-28 12:20:49,"Makin ke sini makin gak jelas ini game mau ke mana. Apalagi Natlan, jomplang banget apa gue nya yang kegedean ekspektasi sama region yang satu ini. Dari segi desain karakternya terlalu terbuka dan a little bit WEIRD. perbandingan antara karakter cewek dan cowok nya astaga wkwkw. Masih heran, kenapa Iansan yang sepak terjalnya banyak justru jadi b4 gak tau lagi lol. Sama official fanart, tolong CANTUMKAN lumine juga (meskipun gue pake aether) tapi kasian MC cewek di anak tirikan."
Pengguna Google,2025-03-28 11:29:04,mantap
Pengguna Google,2025-03-28 11:25:40,grafik coba rata kanan behhhhhhhh gacor kangggggg
Pengguna Google,2025-03-28 11:24:48,jelek
Pengguna Google,2025-03-28 11:17:37,mantap gamenya. kayak main di PS.
Pengguna Google,2025-03-28 11:15:06,game nya seru sih. tapi sekarang kenapa gak bisa dimainkan ya? ada bug katanya. tolong dong solusinya apa
Pengguna Google,2025-03-28 11:00:42,bagus
Pengguna Google,2025-03-28 10:52:05,"The best deh yang buat gamenya, walaupun unduhan datanya agak banyak, yah sedikit saran kalau bisa tambahkan char cwo yg berbadan tinggi dan tegap, sy muak liat femboy terus"
Pengguna Google,2025-03-28 10:46:01,"the game is already very good, but it would be better to add a Skip conversation button. so that those of us who create a new account for the second or umpteenth time can skip character conversations, please"
Pengguna Google,2025-03-28 10:09:14,"baru update kali ini setiap mau login game selalu "" mengompilasi shader"" terus. makan banyak waktu jd males main. nunggunyablama banget"
Pengguna Google,2025-03-28 08:54:02,bagus
Pengguna Google,2025-03-28 08:44:51,"ngapain jir, 1 jam cuman liat dialog doang, mending game sebelah bisa skip dialog😹"
Pengguna Google,2025-03-28 08:42:34,game is full of gooner people many people make bad things about this game make me piss me off pls don't make the character can ruin the fandom of this game
Pengguna Google,2025-03-28 08:28:01,"Hey,we need 5Star male character"
Pengguna Google,2025-03-28 08:23:48,Best game ever in android
Pengguna Google,2025-03-28 08:06:45,Jika Game ini support gamepad di android saya tambahkan bintangnya. karena sudah support gamepad saya tambahkan bintangnya hehehe...saya tambahkan lagi bintangnya jika game ini hapus stamina karekter di didalam game.. kenapa saya minta hapus? karena menganggu ketika sedang memanjat yang tinggi yang mau hampir sampai tiba tiba terjatuh!! belum lagi ketika beranang kehabisan stamina malah mati karakternya:( jadi harus di ulang di posisi awal
Pengguna Google,2025-03-28 07:44:56,okelah
Pengguna Google,2025-03-28 07:34:56,anjay
Pengguna Google,2025-03-28 07:23:24,"Jujur gue suka same game nya. Tapi saya kecewa😭 sama sistem gacha nya, kenapa akun aku sial trus dapat karakter b5 yang jelek trus😭😭"
Pengguna Google,2025-03-28 07:07:27,kelamaan dowload data 2-4 jam tolong di percepat dowload data aku bakalan nunggu jawab 🗿
Pengguna Google,2025-03-28 06:46:14,kasih aku primogem hoyo!!!!!!!
Pengguna Google,2025-03-28 06:45:48,Mudah bosan.
Pengguna Google,2025-03-28 05:39:36,"I already download latest update and tommorow game asked me to download resources size over 14 Gigabytes with initial game size already 27 Gigabytes because i already erase resource within the game, so what am i download data for ????"
Pengguna Google,2025-03-28 05:13:01,sangat bagus dan menegangkan
Pengguna Google,2025-03-28 04:38:37,mantap man kau memang terbaik man
Pengguna Google,2025-03-28 03:53:50,game kikir
Pengguna Google,2025-03-28 03:51:12,mudah
Pengguna Google,2025-03-28 03:50:01,bagus gk ada jelek nyaa sama sekali udah game petualang top nomor 1 tapi boleh lah tambang sedikit bansos hehehe
Pengguna Google,2025-03-28 03:32:56,Saya senang sama game ini. Cuma susah dapat b5 aja. Sama pengunaan penyimpanan yang besar
Pengguna Google,2025-03-28 02:22:12,suara nfc dan quest selain story hilang bagaimana solusinya
Pengguna Google,2025-03-28 01:04:12,kok gak bisa di HP ramen
Pengguna Google,2025-03-28 01:00:03,mntap
Pengguna Google,2025-03-28 00:50:22,Jir nih game seru amat dah! walaupun gede ukran nya🗿
Pengguna Google,2025-03-28 00:49:59,Game Bagus
Pengguna Google,2025-03-28 00:41:48,bnyak bnget pnyimpanan
Pengguna Google,2025-03-28 00:18:56,keren
Pengguna Google,2025-03-28 00:14:02,"seru banget, ga nyesel download lama, lu harus cobain, btw Paimon you are so cute!"
Pengguna Google,2025-03-28 00:11:34,petualangan yang sangat seru
Pengguna Google,2025-03-28 00:04:23,ini harus ada fitur skip yapping sih😀
Pengguna Google,2025-03-27 23:28:38,"The problem is only in storage and centuries-long shader compilation :"""
Pengguna Google,2025-03-27 23:15:04,makasih mihoyo berkat ini game aku ada jadi semangat
Pengguna Google,2025-03-27 22:53:03,"Mau fitur ""controller"" di android, Alhamdulillah sudah support controller"
Pengguna Google,2025-03-27 22:19:31,ok
Pengguna Google,2025-03-27 21:52:10,Dottore and Azhdaha playable when??
Pengguna Google,2025-03-27 21:27:29,game ramah
Pengguna Google,2025-03-27 21:20:23,MAP BARU BANYAK BUG KOOOOONNNN!!!
Pengguna Google,2025-03-27 21:14:59,gamenya bagus👍
Pengguna Google,2025-03-27 20:55:44,mantap.. download datanya si kurengnya.. banyak bat.. overall game bagus.. lop it
Pengguna Google,2025-03-27 20:48:15,"grafik okelah, tapi fps dropppppp parah, mungkin ini hp gw yang bermasalah atau gamenya."
Pengguna Google,2025-03-27 20:30:55,kikir
Pengguna Google,2025-03-27 20:21:51,"Gamenya bagus. Bansosnya tambahin dong :D Ohiya, utk side quest (yg gd Voice ny) adain fitur skip dialog dong, aplg kl gd sangkut paut am lore ny :)) tambahan >> pls Hoyo, ini char lakinya PD kmna smw anjay... bosen jg dr kmrn banner Natlan isinya cwek smw, Kinich doang B5 jir, am si Ororon B4😔 tolong yh, story & worldnya udh bagus bgtt soalny, setarakan antara char cwok & cwek aja nii🥺"
Pengguna Google,2025-03-27 20:13:02,Akhirnya Genshin Impact android support gamepad
Pengguna Google,2025-03-27 20:12:19,"male character lebih dikit daripada femalenya, selain kinich udah gk da lagi muncul male 5*"
Pengguna Google,2025-03-27 19:53:43,bagus bisa untuk perpetualangan juga bagus untuk belajar untuk pertualangan di luar atau di dalam game juga seru bisa melawan monster monster tersebut.
Pengguna Google,2025-03-27 19:46:25,seru aja
Pengguna Google,2025-03-27 19:41:04,akhirnya sdh support gamepad di android
Pengguna Google,2025-03-27 18:18:21,cakep grafik ny dan dll
Pengguna Google,2025-03-27 17:31:35,update update ga ada fitur skip story
Pengguna Google,2025-03-27 17:30:24,apdate nya bagus dari animasi lancar dan jaringan nya ok tapi masih ada beberapa bug mohon di atasi tapi benner 5.5 dah mantap
Pengguna Google,2025-03-27 17:17:27,"tidak bisa ini terlalu bagus, udah."
Pengguna Google,2025-03-27 17:01:53,"segini dulu, aja game bagus banget ,tapi pelit , buat hapus akun susahnya kek orang mati banyak bugnya, KLO udah ada solusi baru kasih b5"
Pengguna Google,2025-03-27 16:56:24,"apala ngmngnya update 1,5 gb malah jadi 3gb gini gmn si,udh mah nungguin sedang mengimplikasi shadernya lama bgt lagi,cape nungguuu"
Pengguna Google,2025-03-27 16:39:15,"bintang 4 dulu karena masih game berat, kalau sudah game ringan saya kasih 1 bintang lagi"
Pengguna Google,2025-03-27 16:02:23,"game nya sangat kikir, jadi kalo mau jadi f2p harus nguli 24/7 baru bisa dapet chr yg kita mau selain itu kita juga gabisa langsung dapet char yang di banner itu, genshin klo mau pull² an pake rate on rate off an, klo skrng rate on itu next pull(90× tergantung kehokian) kita bisa langsung dapet chr yang dimau, TAPI SAYA DAPET HARD PITY + RATE ON TERUS TIAP BANNER 😭😭😭😭😭😭😭but overall bagus sih gamenya klo mau coba coba silahkan 🤭🥰😔"
Pengguna Google,2025-03-27 15:57:17,Saran sih permudah sedikit untuk cari artefak yang bagus
Pengguna Google,2025-03-27 14:53:40,kerennn game nyaaa asikk player nya baikkkk
Pengguna Google,2025-03-27 14:46:57,Game yang bagus dengan story yang panjang dan banyak nya map untuk bisa dijelajahi
Pengguna Google,2025-03-27 14:27:45,game mantap👍🏻
Pengguna Google,2025-03-27 14:26:16,sangatbagus
Pengguna Google,2025-03-27 14:20:26,bagus banget meskipun agak ngeleh dikit tapi bagus👍👍👍👍👍
Pengguna Google,2025-03-27 13:58:01,"woy hoyo, kalo mau tambah karakter baru itu yang cowo, bukan cewe mulu, udah bosan gw cewe cewe mulu, sekalinya di bikin karakter cowo malah di jadiin karakter b4. org lebih menantikan karakter cowo daripada cewe tau lu gak...."
Pengguna Google,2025-03-27 13:45:16,seruu
Pengguna Google,2025-03-27 13:31:27,game hama
Pengguna Google,2025-03-27 13:20:14,game bagsu banget grafik nya hd ini nih game yang aku cari cari dari dulu 👍
